gene_id,log2FoldChange,pvalue,padj
PCGF3-AS1,-1.107865841,1.3695486846823764e-07,1.1571946088979765e-05
RER1,0.4570726449876632,1.3816138051436575e-07,1.1642423824853413e-05
RSPH9,-0.854448457,1.3989947793222245e-07,1.1757197254287824e-05
INSL6,4.3734900916240305,1.4077226700613077e-07,1.1798829446146559e-05
ENSG00000291156,-1.486234378,1.429881228571439e-07,1.1952507178831256e-05
CLPTM1L,0.46649092115926505,1.4435501546003333e-07,1.2034588928872058e-05
ENSG00000230333,2.5000536339322843,1.495180059271825e-07,1.243186547686571e-05
ENSG00000289026,-2.828555345,1.5106456393979921e-07,1.2527139157692155e-05
EIF3D,-0.383670237,1.5332562403041226e-07,1.2681002603340684e-05
KBTBD7,0.6077810011883459,1.6102592244202953e-07,1.3282726684182505e-05
ANKRD22,-2.024091885,1.6190933407282902e-07,1.3320451345049616e-05
FGF19,-2.638714583,1.6528572394197032e-07,1.3562539599994273e-05
ENSG00000287376,4.63021194367626,1.6621626498878713e-07,1.3603191341215843e-05
ANKRD26,0.9396466775584378,1.704850755032654e-07,1.3916122494669937e-05
DLG4,-0.855994002,1.7715070603314275e-07,1.442255865290141e-05
CCL19,-2.591842019,1.849098122128347e-07,1.4976257666346766e-05
ARAP1,-0.55764774,1.846431892438455e-07,1.4976257666346766e-05
ST7,0.6089388271224585,1.8904454644735916e-07,1.5271575337425813e-05
CCN2,-1.551760262,1.9330849177496834e-07,1.5575781902991842e-05
SHISA3,-2.147626685,1.9511399826751447e-07,1.5680845572846543e-05
CLEC4F,-1.965498058,2.0026351591125487e-07,1.6053431533162977e-05
DTX3,-1.355528069,2.077347241647481e-07,1.6609745988650945e-05
MBD6,-0.808775878,2.0965645768023228e-07,1.672063733790077e-05
EPB41L1,1.6968134444434066,2.1153875395736804e-07,1.6785116916165476e-05
ZBTB22,-0.508005312,2.1135063109289589e-07,1.6785116916165476e-05
ENSG00000289725,-1.564198077,2.1559725787416895e-07,1.706384069093707e-05
LXN,-1.530920729,2.195279647442139e-07,1.724397678843809e-05
TNFSF15,-1.347824,2.190606462341253e-07,1.724397678843809e-05
GID4,0.4508299678691376,2.1863084590468406e-07,1.724397678843809e-05
SEMA6A,-1.407617248,2.2049316501439477e-07,1.727638550838352e-05
PADI2,-1.696932666,2.227109997732438e-07,1.74065349647773e-05
ENSG00000310260,3.018338996514874,2.3024379473456434e-07,1.795040337852041e-05
ANKRD2,-2.684427241,2.3160767405689674e-07,1.801181769661881e-05
FOXP3,1.6301347484324857,2.328258119309013e-07,1.8034439155806593e-05
SCARA5,-3.06254587,2.3381777874724767e-07,1.8034439155806593e-05
PCDHA4,-3.197680947,2.3420600381465234e-07,1.8034439155806593e-05
VANGL2,-2.034478526,2.3339987681957366e-07,1.8034439155806593e-05
GTPBP2,-0.509726238,2.3522912954665544e-07,1.8068718125349114e-05
PCDHGB7,-1.328739422,2.3665687024191185e-07,1.8133832682286496e-05
HAUS7,-0.694278512,2.5298053920260655e-07,1.9337238623694593e-05
SLC6A20,-3.638465009,2.5614372353850625e-07,1.953127129020566e-05
PDXDC1,0.560118839887297,2.568937180088519e-07,1.9540798798322965e-05
PDSS2,0.4922832668161019,2.5764983616315847e-07,1.9550744728079668e-05
BST1,-1.29057538,2.6228763286764024e-07,1.9854475221164737e-05
ANOS1,-1.422184487,2.633040514623627e-07,1.9883271886154215e-05
PDE4A,-0.985650547,2.666194086817298e-07,2.0085114635221493e-05
AK2,0.41120635429253344,2.682810062675037e-07,2.0161704564761943e-05
PTK7,-1.521526542,2.6939238288430834e-07,2.0196676417535086e-05
RNF112,-1.406658461,2.70791822638511e-07,2.025302572044921e-05
LINC01229,2.2090763512350384,2.7167325945185196e-07,2.0270456110365745e-05
FAM171B,-1.288694352,2.729438148095346e-07,2.031676781521543e-05
KCNAB1,-1.1099569,2.745971918257977e-07,2.03912874300473e-05
DMBX1,-2.911802693,2.784252898812114e-07,2.0626563596105005e-05
GRAMD1A,-0.713989476,2.807693546038895e-07,2.0735136809188548e-05
BBC3,-0.847761191,2.8121734980954945e-07,2.0735136809188548e-05
TRIM17,-2.126010928,2.878637012349045e-07,2.0955108386617635e-05
TMEM200C,-1.686433582,2.872315039537234e-07,2.0955108386617635e-05
CRMA,-2.394201814,2.8985988433977634e-07,2.0955108386617635e-05
PRDM16-DT,-2.288901139,2.902332447751475e-07,2.0955108386617635e-05
DENND1A,0.4684925330327323,2.8828794228041777e-07,2.0955108386617635e-05
ENSG00000260711,-1.961665635,2.878717298058964e-07,2.0955108386617635e-05
MLLT6,-0.730819283,2.873567634268782e-07,2.0955108386617635e-05
SPEG,-2.152079402,2.869106099264996e-07,2.0955108386617635e-05
MBOAT2,-1.645332316,2.902087597600865e-07,2.0955108386617635e-05
ENSG00000272360,1.7794406447877824,2.9175047705552834e-07,2.1016117889831757e-05
HDHD2,0.4314647060506868,2.9622909440381443e-07,2.128967857091138e-05
TUFM,0.4048115207822179,2.984928351792698e-07,2.1354191089724284e-05
GPRC5A,-2.913401927,2.984686139324085e-07,2.1354191089724284e-05
L3MBTL2-AS1,-1.105527456,3.067824932711529e-07,2.1875010399801124e-05
ENSG00000306093,-2.121188644,3.071723623936504e-07,2.1875010399801124e-05
CDH3,-2.769603515,3.113076275368685e-07,2.2119114453829816e-05
ENSG00000244953,-2.424929988,3.128444093191384e-07,2.2127725720688286e-05
FHDC1,-1.320603315,3.121961966803473e-07,2.2127725720688286e-05
ENSG00000307098,2.969956494873188,3.155981995951796e-07,2.227211402696185e-05
PRPF3,-0.539459891,3.2011928239615644e-07,2.254029082331315e-05
KLK14,2.572765172701091,3.2442158788551495e-07,2.279189236419068e-05
LINC00327,-2.823120362,3.3247839100245037e-07,2.3270442477665686e-05
CDK14,0.635018117855052,3.327219968498404e-07,2.3270442477665686e-05
ENSG00000274363,-3.161003802,3.383471121221304e-07,2.361103965686197e-05
SEMA5B,-1.039354949,3.398413133124518e-07,2.3662492156096172e-05
NIBAN3,-2.406352549,3.423577456514249e-07,2.378473378288999e-05
OPRD1,-1.643541967,3.4467261458928583e-07,2.383960165908151e-05
ARHGEF1,-0.726959631,3.44286582662532e-07,2.383960165908151e-05
ANGPTL2,-1.01777698,3.477349013305925e-07,2.3952197147496486e-05
ZNHIT1,0.5291320056528638,3.478328217049997e-07,2.3952197147496486e-05
BTG2,-0.973511911,3.5106121101075935e-07,2.4121377230394218e-05
MT1E,1.59365521085781,3.535177667495254e-07,2.423689899537371e-05
EYA2,-1.644768239,3.567053833773061e-07,2.4401926478172256e-05
GPC4,-1.490110818,3.575579047087383e-07,2.4406840119889268e-05
NFIA-AS2,-2.530639583,3.6301661222890247e-07,2.4725464810701912e-05
ATAT1,-0.781840866,3.6455892212541735e-07,2.472971678987528e-05
ENSG00000302932,1.6047559030264398,3.663020340774491e-07,2.472971678987528e-05
ST18,-2.609266919,3.649025650568492e-07,2.472971678987528e-05
LSM4,0.7672832721902302,3.6703414869021304e-07,2.472971678987528e-05
ENSG00000289404,-1.881382018,3.660476365735232e-07,2.472971678987528e-05
ENSG00000254419,-2.733870964,3.7045775659937063e-07,2.4906711493690592e-05
SLC13A2,-2.595760715,3.7313940958818623e-07,2.5033170304625463e-05
ENSG00000273472,-0.86069835,3.7640979666157934e-07,2.5198499942250438e-05
RGS11,-2.199133019,3.785399915584146e-07,2.528695674378358e-05
RBBP9,0.5689420978064282,3.81460206005001e-07,2.542769812438027e-05
UMAD1,0.5002332301299234,3.8974941803888814e-07,2.592497033223353e-05
ENSG00000303113,-1.6254186,4.0334347063458845e-07,2.67722439967073e-05
LINC02600,-2.651660937,4.2550440137711614e-07,2.8183356144603352e-05
SVOP,2.1210807709790864,4.2682148255264896e-07,2.821082454343227e-05
SMG7-AS1,-1.036431357,4.299645456061721e-07,2.831884582156572e-05
DNM3,-1.181864063,4.3026746522226644e-07,2.831884582156572e-05
NDUFA10,0.4038441133377149,4.3512392989403555e-07,2.8578318109826122e-05
MAP1A,-1.330122061,4.40124382925633e-07,2.884613958784919e-05
CPZ,-2.307119231,4.426384073392568e-07,2.8889779809284312e-05
OR13A1,-3.106111954,4.4202213828253574e-07,2.8889779809284312e-05
FTH1P7,1.3868862348722537,4.501504015986997e-07,2.9318858344125305e-05
ENSG00000229167,-2.151091597,4.5297605762008986e-07,2.934023861350561e-05
ENSG00000289250,1.6240789887372589,4.5329415764076417e-07,2.934023861350561e-05
TOP3BP1,-1.644891615,4.5193319880850375e-07,2.934023861350561e-05
PYGM,-1.266566519,4.5737916360413536e-07,2.9543480974702654e-05
TUBE1,0.931464572257144,4.6848282172944147e-07,3.019830609428356e-05
CRACR2B,-1.555954918,4.714236394962897e-07,3.0325344118461948e-05
LRRC75A,-1.150385773,4.808294233998128e-07,3.0803627589648256e-05
RPL10P9,1.9133882136293894,4.807568702108146e-07,3.0803627589648256e-05
ZNF350-AS1,-1.513435317,4.85133841669009e-07,3.101582677320701e-05
LINC01123,-0.969657309,4.903197662484727e-07,3.128340173923674e-05
JAKMIP2,1.3963058879546673,5.008141941293943e-07,3.1887890328039214e-05
MOXD1,-1.723173814,5.056417080390275e-07,3.21298307285043e-05
ITLN1,-2.256674271,5.08112807926379e-07,3.2221360475055555e-05
ENSG00000293608,5.181674003685828,5.101881420027868e-07,3.228747344824519e-05
TLE2,-1.072342036,5.118827564665441e-07,3.232927397053246e-05
SLIT3,-1.425588681,5.150384361406082e-07,3.24629972360158e-05
MC1R,-1.463284471,5.176302638873217e-07,3.256071416480752e-05
ENSG00000286802,2.289345558553831,5.289564021015298e-07,3.315422958192379e-05
ENSG00000285091,-2.700293978,5.291865963400816e-07,3.315422958192379e-05
SOHLH2,3.6734299173408123,5.321528562675045e-07,3.3221996195620135e-05
FTH1P8,1.3378430480762442,5.323935672841918e-07,3.3221996195620135e-05
IDUA,-1.047394995,5.357872771885216e-07,3.3367166626981575e-05
ENSG00000273443,-2.094029295,5.398183326997407e-07,3.3551372833383684e-05
LRRC47,0.31939967866942454,5.411624838995688e-07,3.35681800280798e-05
GPBAR1,-1.375375661,5.437183544210494e-07,3.36599344836936e-05
RNF122,-0.990215638,5.527990285135939e-07,3.4154458554190684e-05
ENSG00000249007,-1.852984801,5.549140459349681e-07,3.42175104892799e-05
GASK1B-AS1,-1.111658298,5.694843119528535e-07,3.490938832270992e-05
HIP1R,-0.804542033,5.690376299794143e-07,3.490938832270992e-05
SMIM14,0.8462997453587164,5.676670827439894e-07,3.490938832270992e-05
EFNB3,-1.683240041,5.743016648848738e-07,3.513579833521685e-05
RASL11B,-2.314857451,5.849435139677648e-07,3.5716970853855915e-05
FBXW4P1,-1.221198335,5.888729818439349e-07,3.588681487599793e-05
COL5A1,-1.554436292,6.03089727534261e-07,3.65894455965063e-05
ENSG00000267244,-1.331885565,6.021910417498793e-07,3.65894455965063e-05
FTL,0.9290199754638094,6.050840729742429e-07,3.65894455965063e-05
INMT,-1.674518518,6.047186820102725e-07,3.65894455965063e-05
ETFDH,0.8296766240670059,6.298775760486298e-07,3.8015178880324935e-05
SHROOM3-AS1,-2.303588122,6.40546249985043e-07,3.8584580757769554e-05
TRIM46,-1.787172497,6.42004424357267e-07,3.859804676669469e-05
CERS1,-2.09111125,6.470899464446458e-07,3.8829122832435626e-05
IMMP2L,0.7611213820571681,6.507419045451594e-07,3.897345624865004e-05
ENSG00000261474,2.6185136859003073,6.555884368466145e-07,3.918864493524992e-05
ENSG00000298693,4.561392747034817,6.5784802842473e-07,3.924866968061514e-05
HID1,-1.115338992,6.667418795140945e-07,3.970352643666502e-05
APCDD1,-1.707156549,6.681527658993437e-07,3.9711900989184756e-05
RAB18,0.34786804450580094,6.754919080698579e-07,3.9845100984882954e-05
ACADS,0.8832317523762582,6.748469216175055e-07,3.9845100984882954e-05
FCER1A,-2.187034547,6.734017922988473e-07,3.9845100984882954e-05
LINC02802,1.811653371005558,6.744856809531025e-07,3.9845100984882954e-05
GCNA,-0.99662027,6.781664412010235e-07,3.9927528156812805e-05
CD22,-1.442244901,6.838889558752883e-07,4.0077983611181954e-05
PXDN,-1.227121343,6.85849765920812e-07,4.0077983611181954e-05
ADAMTS3,-1.734635716,6.840941228314146e-07,4.0077983611181954e-05
WIPI2,0.35846703646389877,6.857290665660578e-07,4.0077983611181954e-05
SSU72,0.33266477905867253,6.963508255622093e-07,4.0472735569776965e-05
NID2,-1.253779541,6.964888761967824e-07,4.0472735569776965e-05
NTS,-2.976078576,6.962622150237945e-07,4.0472735569776965e-05
FAM118A,-0.970900013,7.040835757023778e-07,4.083085063507302e-05
FAM171A2,-1.195851218,7.05263709271005e-07,4.083085063507302e-05
PM20D1,-2.169325568,7.096399944953183e-07,4.0932610973998404e-05
MROH1,-0.707925299,7.084447105638374e-07,4.0932610973998404e-05
SLAMF9,1.5496014393442508,7.165774052291545e-07,4.125664718172939e-05
PSMA3-AS1,-0.676009525,7.194217173560279e-07,4.134426681930423e-05
FIBIN,-1.571831461,7.357908582854674e-07,4.22073937661992e-05
SLC47A2,2.410025255656265,7.695695109316794e-07,4.406419710669798e-05
EFR3B,-1.278936014,7.721597889888665e-07,4.408287381924408e-05
MROH8,0.9502441867658232,7.727158255108517e-07,4.408287381924408e-05
SLC5A1,-2.779403773,7.76105232255515e-07,4.419558811658318e-05
SSTR5,-3.250070177,7.928100357892922e-07,4.491269555846967e-05
IGHV4-61,-3.198724351,7.944445716608683e-07,4.491269555846967e-05
PLXDC1,-1.273395425,7.936070139594331e-07,4.491269555846967e-05
ENSG00000255326,-1.387592146,7.905232300384232e-07,4.491269555846967e-05
TNNT2,-2.585350879,7.966494971454517e-07,4.495605276039396e-05
TUBA1A,-1.362110762,7.99478673324178e-07,4.503441759303383e-05
CORO2B,-1.653902919,8.01339670844698e-07,4.5058061384204666e-05
CCDC188,-1.446234988,8.090343605308204e-07,4.540905065219935e-05
MEIOB,-2.787482339,8.131396906303501e-07,4.5557681269133756e-05
EMILIN1,-1.491586396,8.277508436567958e-07,4.62933356444408e-05
ENSG00000267317,0.6656210535854157,8.467026130888608e-07,4.72686853446376e-05
ENSG00000286271,2.2387492910258358,8.498576915274034e-07,4.736025135511803e-05
SFRP2,-4.795042359,8.516566012687616e-07,4.73760504011838e-05
ENSG00000297327,-1.137581867,8.566481851686232e-07,4.756908030715216e-05
LMNTD2-AS1,-1.454033076,8.680803570218811e-07,4.8118432981516074e-05
PTGIS,-1.673224317,8.81602113627193e-07,4.8781463501463596e-05
PTPRN2,-1.205100357,8.970920171163749e-07,4.9550861715740686e-05
ZNF335,-0.530025888,9.036763653247586e-07,4.982651536004926e-05
MTND6P4,2.1984903715229827,9.069442338006867e-07,4.9918657713575476e-05
CA14,2.4061169151526727,9.159185974590926e-07,5.014774625632857e-05
TEKTIP1,-1.81582885,9.156835980509721e-07,5.014774625632857e-05
KCNE4,-1.367319694,9.148327700607501e-07,5.014774625632857e-05
ENSG00000309476,-1.973109938,9.27096953791506e-07,5.067103508109065e-05
TMSB15C,-1.913429052,9.30279258870994e-07,5.075623118688287e-05
CHASERR,-0.458387039,9.37890085397185e-07,5.108233055709441e-05
CYTH2,-0.661464956,9.40173409145494e-07,5.111763702628797e-05
MT1G,1.8115723477963,9.433681321430484e-07,5.12022880472016e-05
NOS2,1.505890680163875,9.526324269273672e-07,5.1615507041646936e-05
TSPAN2,-1.691717952,9.765078268716972e-07,5.2817585106383855e-05
ASS1,1.049244288507952,9.87948203766927e-07,5.334408410080387e-05
ENSG00000287217,3.4555595117295703,9.957817904951251e-07,5.367435537284327e-05
ENSG00000227370,4.1863940504789765,1.0082436554061432e-06,5.425253252833435e-05
ENSG00000298133,3.6935987891951276,1.0212792939440521e-06,5.4671668778378257e-05
ENSG00000291003,-0.864363594,1.0209320924011722e-06,5.4671668778378257e-05
TMED4,0.3628893132018389,1.020974002642977e-06,5.4671668778378257e-05
ENSG00000304497,-1.899796867,1.0330159988760787e-06,5.5111227257445136e-05
TAFA5,-1.881526678,1.0317831008871301e-06,5.5111227257445136e-05
LDB3,-1.712991295,1.0371346090841865e-06,5.523669383952116e-05
NALT1,-1.514138936,1.0471054225377133e-06,5.557836472800769e-05
KIF6,-2.28609831,1.0470800733889503e-06,5.557836472800769e-05
MEP1B,3.2604506647475353,1.0634092754757104e-06,5.6348074879995145e-05
IGHD,-2.18791915,1.0846783961458027e-06,5.737783536160106e-05
KLK1,-3.413635143,1.0914135920569526e-06,5.7539398193046386e-05
TMEM200A,-1.554733101,1.089732881469032e-06,5.7539398193046386e-05
NFKB2,-0.769992871,1.0953645141717359e-06,5.765047273830131e-05
ENSG00000231083,1.9714991796932593,1.0994897660842592e-06,5.777033370939865e-05
SNAI1,-1.323273002,1.1332066052758589e-06,5.944201023613956e-05
CCDC146,-1.106141617,1.142762468911693e-06,5.984285270617463e-05
PLK3,-0.985550612,1.154008965626577e-06,6.0330739619370706e-05
ATP13A4,-2.569261368,1.1644434424071262e-06,6.0774616594280447e-05
RPL3,-0.449581871,1.1854328139343847e-06,6.176697677005112e-05
EFEMP1,-1.837328893,1.1909505553321352e-06,6.195122664117895e-05
LINC00942,2.239583403128021,1.1936492999408928e-06,6.198846854493709e-05
ACO1,0.8152493186821212,1.2244193754089204e-06,6.348096672207143e-05
ACKR4,-1.385599293,1.230935284465784e-06,6.371312880505597e-05
PNMA2,-1.66760608,1.2416286514838646e-06,6.416039096089266e-05
ENSG00000301866,1.4218823741742785,1.2841446273706283e-06,6.6247877038759e-05
RLBP1,-6.602163746,1.2960631377046327e-06,6.675258957835245e-05
EHMT2,-0.524135431,1.3043270020188152e-06,6.706772214492471e-05
C2orf50,-1.968341779,1.3095104860832547e-06,6.722368854913102e-05
CX3CR1,-1.397300761,1.314873580206923e-06,6.738834875083448e-05
TGFB1,-1.076442993,1.3308796753294747e-06,6.8097039754215e-05
CLIP3,-1.202089975,1.344306441525846e-06,6.867165405461198e-05
ENSG00000288156,-1.472423501,1.3518397691089474e-06,6.894382822455631e-05
ENSG00000278867,-1.299462079,1.3569719909143406e-06,6.89976525471674e-05
ENTREP1,-1.391769434,1.3573091615170632e-06,6.89976525471674e-05
ZNF514,-0.695378103,1.3799816068398377e-06,7.0036306777003e-05
ENGASE,-0.786104775,1.3905274177926173e-06,7.045714532001716e-05
CEACAM6,-5.063382223,1.3954517503071262e-06,7.059224606772118e-05
ANXA8L1,-2.611302582,1.4056142090409844e-06,7.099146529442374e-05
INF2,-0.766628026,1.412404904319959e-06,7.112974290968904e-05
CPXM2,-1.6298318,1.4129024836681348e-06,7.112974290968904e-05
ORAI3,0.6839724319130048,1.4237259318762685e-06,7.155939519010897e-05
EBF4,-1.435510507,1.4306975917449796e-06,7.179438011352055e-05
NADK,0.4575031894817069,1.448211991340092e-06,7.252156624748501e-05
LMX1B,-3.013469589,1.4498281964199895e-06,7.252156624748501e-05
EPPK1,-1.390169977,1.454964601763569e-06,7.254634504774235e-05
FCRL1,-2.244004532,1.4527157576542372e-06,7.254634504774235e-05
ENSG00000274895,-1.664353256,1.469756071313906e-06,7.316717206606154e-05
TFEB,-0.698698216,1.4750993463713556e-06,7.331642426964657e-05
TP53TG1,0.5490756473720227,1.5016771947861582e-06,7.428312364018933e-05
LHX4,-0.983710793,1.5004937602158194e-06,7.428312364018933e-05
CKMT2,-1.971591679,1.4985391415681407e-06,7.428312364018933e-05
HYAL3,0.9783383843670256,1.5134325939414146e-06,7.474635574153309e-05
N4BP2L2-IT2,-1.105971914,1.521332604355488e-06,7.501801452675964e-05
ZNF727,1.8728294951443973,1.58099640106992e-06,7.783730785299041e-05
DACT2,-1.893099646,1.5975985358056529e-06,7.853101104542788e-05
ENSG00000279605,-1.120834974,1.6053477210189563e-06,7.878804678526787e-05
RPL17-C18orf32,0.4552580122267489,1.610972731095648e-06,7.894018885931543e-05
PTOV1-AS2,-0.90883506,1.6425522351968716e-06,8.036167531918592e-05
DNAJC25,0.7814634448364814,1.647046558688043e-06,8.045565088166295e-05
ZSWIM8,-0.612383937,1.6860339454509636e-06,8.197586195432889e-05
ENSG00000297227,6.12577951926972,1.6838732410711096e-06,8.197586195432889e-05
DDIT3,-0.701999231,1.6817414616823787e-06,8.197586195432889e-05
RAD9B,0.914419227790799,1.696277635011409e-06,8.234585047105851e-05
LINC02714,3.7081689407376905,1.7298655877773363e-06,8.384618274524474e-05
GDF1,-2.233123927,1.734056359417718e-06,8.391920118339955e-05
ENSG00000290108,-3.168064676,1.7652245922411987e-06,8.529554316419876e-05
PSD3,0.9870786862307269,1.7726284052823108e-06,8.543446761919359e-05
NAIP,-0.78344598,1.7762979865168357e-06,8.543446761919359e-05
TIMP1,-1.339699844,1.7757058118546732e-06,8.543446761919359e-05
ENSG00000278920,-2.842900401,1.782967497513335e-06,8.562352208104362e-05
ENSG00000280087,1.4977166435566245,1.7948853418679068e-06,8.606365098591469e-05
ENSG00000267260,2.1203518948222198,1.800599695252027e-06,8.620543380193587e-05
LENG8,-0.987999457,1.821505269016682e-06,8.707296517625158e-05
LYPLA2,0.5021030556250252,1.8419334218080316e-06,8.79150604060832e-05
REG3A,3.46843241144539,1.8506687913058508e-06,8.819734515639454e-05
IGHG2,-2.018903678,1.8539871385103122e-06,8.822100443112312e-05
BRI3,0.6474154374000214,1.8696584700425695e-06,8.883150873699217e-05
MAPT,1.3804079825025217,1.882826729542685e-06,8.92590131787457e-05
MEGF6,-1.376962135,1.884366461886964e-06,8.92590131787457e-05
CACNA1C,-1.228080461,1.8926534318590895e-06,8.95159216947212e-05
EPS8L1,-2.264776013,1.9060254056678327e-06,9.001219374228619e-05
YIPF6,0.3678996460793555,1.9136430432628103e-06,9.023562965539252e-05
AP1S1,0.5077975382739236,1.9359176564398973e-06,9.101141908763986e-05
LINC02975,-1.222567223,1.933336668875038e-06,9.101141908763986e-05
ENSG00000270127,-0.972439459,1.940496451238126e-06,9.108970053311942e-05
LINC01224,1.6186540397614118,1.9466539537356876e-06,9.124174296197721e-05
SULT1A4,1.9890313900274679,1.9556371352860973e-06,9.152557449169051e-05
DNM1P41,-2.117344641,1.960834111287008e-06,9.163162454583815e-05
ENSG00000291264,1.4451422799973546,1.981698810765128e-06,9.246843271783611e-05
ENSG00000291095,1.5610055727188121,1.9883725360937155e-06,9.264156571668827e-05
